headline,guardian_keywords,esg_category
Tell us if you are taking part in Friday's school climate strikes  ,"['climate change', 'environment']",environmental
British household solar power installations plummet after cuts ,"['environment', 'renewable energy']",environmental
Thousands of pollution deaths worldwide linked to western consumers – study ,"['pollution', 'environment', 'air pollution']",environmental
The Guardian view on Brazil’s new president: a global danger | Editorial ,"['environment', 'climate change']",environmental
"Tropical forests totalling size of India at risk of being cleared, study warns ","['environment', 'climate change']",environmental
"Paris floods made almost twice as likely by climate change, say scientists ","['climate change', 'environment', 'greenhouse gas emissions']",environmental
Hybrid BMW can now auto-swap to battery power in London and Birmingham ,['greenhouse gas emissions'],environmental
A sustainable future for the Guardian | Brief letters ,"['climate change', 'environment']",environmental
Eco-friendly modes of transport for all | Letters ,"['greenhouse gas emissions', 'environment']",environmental
"UK weather: February temperature jump was incredible, says climate expert ","['climate change', 'environment', 'climate change']",environmental
"G7 should double help for poorer countries to cut CO2 emissions, says UN ","['greenhouse gas emissions', 'climate change', 'environment']",environmental
How billions of discarded Tetra Paks cover Vietnam's beaches and towns | Corinne Redfern ,"['environment', 'recycling', 'waste']",environmental
Donald Trump loses Scottish windfarm appeal ,"['environment', 'renewable energy']",environmental
Weatherwatch: real-time maps of air pollution will soon make it easy to see where danger lies ,"['air pollution', 'environment']",environmental
Water at England's beaches is cleanest on record ,"['environment', 'pollution']",environmental
Paris climate deal meeting still on as Republican leaders register opposition ,"['climate change', 'climate change', 'environment']",environmental
"Tory windfarm policy threatens cheap energy in UK, commission finds ","['environment', 'renewable energy']",environmental
Amsterdam to ban petrol and diesel cars and motorbikes by 2030 ,"['pollution', 'greenhouse gas emissions', 'environment', 'climate change']",environmental
"Weatherwatch: heatwaves become silent killer, hitting vulnerable hardest ",['climate change'],environmental
"Past four years hottest on record, data shows ","['climate change', 'climate change', 'environment', 'greenhouse gas emissions']",environmental
Extinction Rebellion activists target London fashion week ,"['environment', 'climate change']",environmental
Indigenous Canadians face a crisis as climate change eats away island home ,"['climate change', 'environment']",environmental
Deadly heat is killing Americans: climate death toll rises after a decade of federal inaction ,"['environment', 'climate change']",environmental
Climate experts in dismay at choice of Mathias Cormann as OECD chief ,"['climate change', 'environment']",environmental
Are jellyfish going to take over the oceans? | Karl Mathiesen  ,"['environment', 'climate change']",environmental
Solar power set to provide record 15% of UK’s power ,"['renewable energy', 'environment']",environmental
Jacinda Ardern says Australia has to 'answer to Pacific' on climate change ,"['climate change', 'environment']",environmental
Extinction Rebellion urges ad industry to use its power for good ,"['climate change', 'environment']",environmental
Scientists suggest a giant sunshade in the sky could solve global warming ,"['environment', 'climate change', 'climate change']",environmental
"Act now before entire species are lost to global warming, say scientists ","['climate change', 'environment']",environmental
Sweden to increase airport fees for high-polluting planes ,"['air pollution', 'climate change', 'environment']",environmental
"Stop blowing up bombs on sea floor, say whale campaigners ",['renewable energy'],environmental
UK startup Octopus Energy becomes renewable energy giant in £3bn deal ,"['renewable energy', 'environment']",environmental
"'On a hot day, it's horrific': Alabama kicks up a stink over shipments of New York poo ","['waste', 'environment']",environmental
Why fossil fuel divestment isn't effective against climate change | Mike Hulme ,"['environment', 'climate change']",environmental
South Western Railway relents and allows use of reusable cups ,"['recycling', 'environment', 'waste']",environmental
"UK temperatures could hit 40C, warn weather experts ","['climate change', 'environment']",environmental
"‘Put that light out,’ plead locals near Brighton’s stadium ","['pollution', 'environment']",environmental
How actually dare people politicise the bushfires by claiming 'scientifically' it's linked to the climate crisis | First Dog on the Moon ,"['climate change', 'climate change']",environmental
Ecotricity boss writes plan to make four fifths of UK power renewable by 2030 ,"['renewable energy', 'environment']",environmental
I despair that my recycling won’t change the world. But others’ will | Michele Hanson ,"['recycling', 'waste', 'environment']",environmental
Climate scientists say 2015 on track to be warmest year on record ,"['climate change', 'environment']",environmental
Investor group makes net-zero carbon pledge to tackle climate crisis ,"['climate change', 'greenhouse gas emissions', 'environment']",environmental
Life in California's San Joaquin valley: a potent mix of pollution and poverty ,"['pollution', 'environment']",environmental
Sam Clovis: Trump's pick for top science job called progressives 'race traitors' ,"['environment', 'climate change', 'climate change']",environmental
Oxford Dictionaries declares 'climate emergency' the word of 2019 ,"['climate change', 'environment', 'climate change']",environmental
UK's lost sea meadows to be resurrected in climate fight ,"['climate change', 'environment']",environmental
Toxic air is killing thousands of us – Theresa May must act fast | Emma Howard ,"['environment', 'pollution']",environmental
"Trump treading water over climate change deal, says deputy UN chief ","['greenhouse gas emissions', 'climate change', 'environment']",environmental
Scotland told it risks missing climate target without urgent action ,"['environment', 'climate change']",environmental
Paris climate talks: Democratic senators say they 'will not back down' ,"['climate change', 'environment']",environmental
Green party calls for breakup of Home Office after Windrush scandal ,"['climate change', 'environment']",environmental
Boris melts down over climate debate he couldn't be bothered with | John Crace ,"['climate change', 'environment']",environmental
Why are people striking? The climate crisis explained in 10 charts ,"['climate change', 'greenhouse gas emissions', 'environment', 'renewable energy']",environmental
Trump and the GOP may be trying to kneecap climate research | Dana Nuccitelli ,"['climate change', 'environment', 'climate change']",environmental
Scientists warn world will miss key climate target ,"['climate change', 'climate change', 'environment']",environmental
'Not a dustbin': country to send plastic waste back to the US and Canada ,"['plastics', 'environment']",environmental
"Greta Thunberg, schoolgirl climate change warrior: ‘Some people can let things go. I can’t’ ","['climate change', 'climate change']",environmental
Your call may be secretly recorded | Letters ,['climate change'],environmental
EU to launch diplomatic offensive ahead of Paris climate talks ,"['climate change', 'greenhouse gas emissions']",environmental
"Air pollution more deadly in Africa than malnutrition or dirty water, study warns ","['environment', 'pollution']",environmental
Memo to Jeb Bush: denying human-caused global warming is ignorant | Dana Nuccitelli ,"['climate change', 'environment', 'climate change']",environmental
BP looks to charismatic oil man to lead response to climate crisis ,"['climate change', 'environment']",environmental
UK firms will face 'deliberate disruption' to hit zero carbon goal ,"['environment', 'pollution', 'greenhouse gas emissions', 'climate change']",environmental
Only strong policies can deliver a world free of fossil fuels | Angus MacNeil ,"['environment', 'greenhouse gas emissions', 'climate change', 'renewable energy']",environmental
Malcolm Turnbull holds the line on climate policy and marriage equality plebiscite ,"['climate change', 'environment']",environmental
Donald Trump is costing us one precious thing: time ,['climate change'],environmental
Is this the world's greenest festival? ,"['renewable energy', 'environment']",environmental
"Great Barrier Reef faces dire threat with 2C global warming, UN report says  #IPCC #SR15 #globalwarming #climatechange","['climate change', 'climate change', 'environment']",environmental
Hillary Clinton's green path to the White House: will she be 'careful' on climate? ,"['climate change', 'greenhouse gas emissions']",environmental
"Rich countries must update financial vows to tackle climate crisis, says UN ","['climate change', 'environment']",environmental
Obama at Yosemite attacks 'lip service' to natural beauty amid climate inaction ,"['environment', 'climate change']",environmental
Environment of greater concern than housing or terrorism – UK poll ,"['climate change', 'environment']",environmental
Prince Charles calls on City finance to fight climate emergency ,"['climate change', 'greenhouse gas emissions', 'environment']",environmental
Fantasy climate football: A footy fan's guide to the Paris summit ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
Exxon's climate lie: 'No corporation has ever done anything this big or bad' | Bill McKibben #keepitintheground ,"['climate change', 'environment', 'climate change']",environmental
The five ethical stories that will define the next decade ,"['environment', 'pollution', 'climate change']",environmental
Ikea ditches conventional lightbulbs for energy-saving LED lighting ,"['environment', 'climate change', 'greenhouse gas emissions']",environmental
Rome told to sort out rubbish crisis or face EU sanctions  ,"['waste', 'environment']",environmental
What happened next to the giant Larsen C iceberg? ,"['environment', 'climate change', 'climate change']",environmental
UK boxes clever when it comes to recycling | Brief letters ,"['recycling', 'waste', 'environment']",environmental
Mismanaged waste 'kills up to a million people a year globally' ,"['plastics', 'pollution', 'environment', 'waste']",environmental
Saudi Aramco IPO: the ultimate marriage between carbon and capitalism ,"['climate change', 'environment']",environmental
We must close the loopholes in Britain's carbon budget | Damien Morris ,"['greenhouse gas emissions', 'environment', 'climate change']",environmental
"Fossil fuels win billions in public money after Paris climate deal, angry campaigners claim ","['climate change', 'greenhouse gas emissions', 'environment']",environmental
UK tried to block tougher EU car-emissions tests ,"['pollution', 'environment', 'greenhouse gas emissions', 'climate change']",environmental
'Cancer Alley' residents say industry is hurting town: 'We're collateral damage' ,"['environment', 'pollution']",environmental
15 environmental protesters arrested at civil disobedience campaign in London ,"['climate change', 'environment']",environmental
"G7 Bavaria summit: 26 hours of trade, ebola – and even an oompah band ",['climate change'],environmental
The Guardian view on the gilets jaunes: Macron needs to regain his popular touch | Editorial ,"['climate change', 'environment']",environmental
"Love the flame, not the fuel: should you give up cooking with gas? ","['renewable energy', 'environment']",environmental
Anti-Adani coalmine activists target insurance broker with virtual protest ,"['climate change', 'environment']",environmental
How to turn stale croissants and pastries into a luxurious pudding | Tom Hunt ,"['environment', 'waste']",environmental
"Diesel pollution stunts children’s lung growth, London study shows ","['air pollution', 'pollution', 'environment']",environmental
Heatwave temperatures may top 45C in southern Europe ,"['environment', 'climate change']",environmental
European carbon market reform set for 2019 ,"['climate change', 'greenhouse gas emissions', 'environment']",environmental
Pope links climate change to human trafficking and urges UN to take lead ,"['climate change', 'environment']",environmental
"Green deal scheme did not deliver energy savings, audit finds ","['environment', 'renewable energy', 'greenhouse gas emissions', 'climate change']",environmental
"From spreading happiness to saving the planet, the rise and rise of Pharrell ","['climate change', 'climate change', 'environment']",environmental
Closure of Vedanta copper plant in India must be followed by a cleanup | Letters ,"['pollution', 'environment']",environmental
"As New York and London mayors, we call on all cities to divest from fossil fuels | Bill de Blasio and Sadiq Khan ","['environment', 'climate change']",environmental
Reading group: which climate science fiction should we read in March? ,['climate change'],environmental
Will Tesla's home battery really transform our energy infrastructure? ,"['environment', 'renewable energy']",environmental
'We need to feel urgency': Arizona Muse campaigns for Extinction Rebellion ,"['environment', 'climate change']",environmental
Can Boris Johnson be trusted to act on climate the crisis? ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
Ontario proposes two-year ban on bottled water operations ,"['climate change', 'environment']",environmental
Microbeads report reveals loopholes in pledges by biggest firms ,"['plastics', 'environment']",environmental
"Brexit would worsen UK's air pollution crisis, say experts ","['pollution', 'environment']",environmental
Which cities will sink into the sea first? Maybe not the ones you expect | Mark Miodownik ,"['climate change', 'climate change', 'environment']",environmental
"Scores more heart attacks and strokes on high pollution days, figures show ","['air pollution', 'pollution', 'environment']",environmental
Battle of Waterloo Bridge: a week of Extinction Rebellion protests ,"['environment', 'climate change']",environmental
Lewis Hamilton and Sebastian Vettel driving F1’s climate emergency plan ,"['climate change', 'environment']",environmental
"Texas city opts for 100% renewable energy – to save cash, not the planet ","['renewable energy', 'environment']",environmental
How Florida and Colorado are trying to build smart cities from the ground up  ,['renewable energy'],environmental
Net zero: what if Australia misses the moment on climate action? ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
The Holocene hangover: it is time for humanity to make fundamental changes ,"['environment', 'climate change']",environmental
Why discrediting controversial academics damages science ,"['environment', 'climate change', 'climate change']",environmental
"Fewer people, fewer flights – to save the planet | Letter ","['greenhouse gas emissions', 'climate change', 'environment']",environmental
Unexpected timeout offers global sport chance to tackle its pollution problem | Tanya Aldred ,['climate change'],environmental
Scotland misses carbon target for fourth year in a row ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
"Volkswagen is guilty – but it's not the only offender, says @john_vidal ","['pollution', 'environment']",environmental
Björk's Cornucopia: is this the singer's most ambitious show yet? ,['climate change'],environmental
Climate change: the Brexit threat | Letters ,"['climate change', 'environment']",environmental
World health leaders urge green recovery from coronavirus crisis ,"['environment', 'climate change', 'pollution']",environmental
Why are ferocious wildfires plaguing southern California? ,"['climate change', 'environment']",environmental
Gove criticises US and Brazil for climate crisis scepticism ,"['climate change', 'environment']",environmental
Extinction Rebellion protesters call on BBC to 'tell climate truth' ,"['climate change', 'environment']",environmental
"Corbyn has a Washington ally on taxing the rich. But no, it’s not Trump ",['climate change'],environmental
Welsh government plans to ban single-use plastics from next year ,"['plastics', 'waste', 'recycling', 'pollution', 'environment']",environmental
"Global trade deal threatens Paris climate goals, leaked documents show ","['environment', 'greenhouse gas emissions', 'climate change', 'renewable energy']",environmental
Scott Morrison condemns Alan Jones's call to 'shove sock down throat' of Jacinda Ardern ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
Beijing skies turn orange as sandstorm and pollution send readings off the scale ,"['air pollution', 'environment']",environmental
Report sparks concerns over poor air quality on London Underground ,"['air pollution', 'pollution', 'environment']",environmental
How clean indoor air is becoming China's latest luxury must-have ,"['air pollution', 'environment', 'pollution']",environmental
European leaders urged to scale up efforts to tackle climate change ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
'There is no escape': Nairobi's air pollution sparks Africa health warning ,"['pollution', 'environment']",environmental
"One in five UK households dump a loaf of bread in the bin, survey reveals ","['waste', 'environment']",environmental
Respecting women’s rights and the planet key to family planning | Letters ,"['environment', 'climate change']",environmental
Sinking city: how Venice is managing Europe's worst tourism crisis ,"['climate change', 'environment']",environmental
Tiny plastic pellets found on 73% of UK beaches ,"['plastics', 'environment', 'pollution']",environmental
We must learn from sunken cities or suffer their fate | Darran Anderson ,"['climate change', 'environment']",environmental
UK increasingly reliant on fruit and veg from climate-hit countries – study ,"['climate change', 'environment']",environmental
New UK gas power station 'would breach climate commitments' ,"['climate change', 'environment', 'pollution']",environmental
UK launches £315m new tech fund to help industry cut emissions ,"['greenhouse gas emissions', 'pollution', 'environment', 'climate change']",environmental
UK should 'shut down all coal power plants two years before 2025 pledge' ,"['environment', 'greenhouse gas emissions', 'climate change']",environmental
China vows to fight pollution 'with all our might' ,"['pollution', 'environment']",environmental
Heavy rainfall and more flooding forecast for week ahead ,"['climate change', 'environment']",environmental
Coronavirus could cause fall in global CO2 emissions ,"['environment', 'greenhouse gas emissions', 'climate change']",environmental
The year is 2037. This is what happens when the hurricane hits Miami ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
UK councils warned of 'severe penalties' of fossil fuel divestment ,"['greenhouse gas emissions', 'environment']",environmental
"Fill your Boots basket, but not with condoms | Brief letters ","['pollution', 'environment']",environmental
Leading scientists urge May to pressure Trump over climate change ,"['climate change', 'climate change', 'environment']",environmental
Science strikes back: anti-Trump march draws thousands to Washington ,"['environment', 'climate change']",environmental
Catastrophic Arctic oil spill likely in wake of drilling approval – experts ,"['climate change', 'environment']",environmental
Chilean navy rescues 14 crew members from Kon-Tiki balsa rafts ,"['climate change', 'environment']",environmental
The Observer view on the government’s environment and obesity plans | Observer editorial ,"['recycling', 'environment', 'waste']",environmental
"'Devastating': more than 61,000 koalas and almost 143 million other native mammals among 3 billion animals that lived in areas scorched by Australia's ""black summer"" bushfire crisis, which burned 12.6m hectares – an area almost the size of England  ","['environment', 'climate change']",environmental
Giant deep-sea wave in Tasman Sea could help improve climate predictions ,['climate change'],environmental
"'Save us, save the world': Pacific climate warriors taking the fight to the UN ","['climate change', 'environment']",environmental
"Christmas jumpers add to plastic pollution crisis, says charity ","['plastics', 'recycling', 'waste', 'environment']",environmental
Plastics found in stomachs of deepest sea creatures ,"['plastics', 'waste', 'environment']",environmental
Planting trees can help save the planet – but only if governments put people first | Stephen Woroniecki ,"['climate change', 'climate change', 'greenhouse gas emissions', 'environment']",environmental
"Natural disasters push 26m into poverty each year, says World Bank ","['climate change', 'environment']",environmental
EU declares war on plastic waste ,"['plastics', 'waste', 'recycling', 'environment']",environmental
"Ambitious 1.5C Paris climate target is still possible, new analysis shows ","['climate change', 'climate change', 'greenhouse gas emissions', 'environment']",environmental
"Britain is nation of litter louts, says Jeremy Paxman ","['waste', 'recycling', 'environment']",environmental
Can nature really heal us? ,"['environment', 'climate change']",environmental
Why is Latin America so obsessed with mega dams? via @GuardianGDP ,"['renewable energy', 'environment']",environmental
Ban wood-burning stoves? Not in my back flue! | Deborah Orr ,"['pollution', 'environment']",environmental
The glaciers of Iceland seemed eternal. Now a country mourns their loss | Andri Snær Magnason ,"['environment', 'climate change', 'climate change']",environmental
"China risks wasting $490bn on new coal plants, say campaigners ","['pollution', 'environment', 'climate change']",environmental
Colgate launches vegan-certified toothpaste in recyclable tube ,"['plastics', 'recycling', 'waste', 'environment']",environmental
"Paris climate summit must be start of frequent carbon reviews, says IEA ","['environment', 'greenhouse gas emissions', 'climate change']",environmental
Amazonian chief Raoni Metuktire: 'Bolsonaro has been the worst for us' ,"['climate change', 'environment']",environmental
"In the cafe where you can pay what you want, what would you choose? ","['waste', 'environment']",environmental
"Government's air quality plan is cynical headline-grabbing, say critics ","['air pollution', 'pollution', 'environment', 'climate change', 'climate change']",environmental
Tories push for climate change action abroad but back fossil fuels at home ,"['environment', 'climate change']",environmental
Fossil fuel lobby goes on the attack against divestment movement | Damian Carrington ,"['climate change', 'environment']",environmental
Act now to prevent an environmental catastrophe | Letter ,"['climate change', 'environment', 'climate change']",environmental
The Meg jumps the shark: an action film that delivers a message ,"['pollution', 'environment']",environmental
"Europe must act on intensive farming to save wildlife, scientists say ","['pollution', 'environment']",environmental
'Kids are taking the streets': climate activists plan avalanche of events as 2020 election looms ,"['climate change', 'environment']",environmental
France to force big supermarkets to give away unsold food to charity ,"['environment', 'waste', 'recycling']",environmental
BP plans move into green hydrogen production ,"['renewable energy', 'environment']",environmental
"Earth's oceans are warming 13% faster than thought, and accelerating | John Abraham ","['climate change', 'environment', 'climate change']",environmental
India unveils global solar alliance of 120 countries at Paris climate summit ,"['greenhouse gas emissions', 'climate change', 'environment', 'renewable energy']",environmental
Australia has dodged global attention on fossil fuels because of assiduous diplomatic efforts | Richie Merzian and Fergus Green ,"['greenhouse gas emissions', 'environment', 'climate change']",environmental
MPs call for ban on petrol and diesel car sales by 2032 ,"['greenhouse gas emissions', 'environment']",environmental
Tesco to phase out microbeads from its products ,"['plastics', 'environment']",environmental
From babies' bums to fatbergs: how we fell out of love with wet wipes ,"['waste', 'pollution', 'environment']",environmental
Migration v climate: Europe's new political divide ,"['climate change', 'environment']",environmental
Australia ranked worst of 57 countries on climate change policy ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
UK must provide real climate leadership | Letter ,"['climate change', 'environment']",environmental
"Silvertown tunnel an ‘assault on health’ of locals, warn doctors ","['pollution', 'environment']",environmental
Political party set up by school climate strikers takes on German Greens ,"['climate change', 'environment']",environmental
Are you a first-time voter in the US worried by the climate crisis? We’re looking for guest editors ,"['climate change', 'environment']",environmental
The 100 best nonfiction books: No 1 – The Sixth Extinction by Elizabeth Kolbert (2014) ,"['environment', 'pollution', 'climate change', 'climate change']",environmental
Westminster and Sheffield trial upcycled electric bin lorries ,"['environment', 'recycling', 'waste']",environmental
Cuomo says New York nuclear plant fire caused oil spill in Hudson River ,"['environment', 'pollution']",environmental
'Spectacular' artefacts found as Norway ice-patch melts ,"['climate change', 'environment']",environmental
Climate crisis topping UK election agenda is 'unprecedented' change ,"['climate change', 'environment']",environmental
Lentils are so 2013 – an on-trend guide to glitter alternatives ,"['pollution', 'environment']",environmental
Fossil fuel-burning 'postponing next ice age' ,"['climate change', 'climate change', 'environment', 'greenhouse gas emissions']",environmental
"As they split from John Lewis, Ocado’s bosses are never knowingly underpaid ",['climate change'],environmental
Entrepreneurs turn billion dollar seafood waste into profitable products ,"['waste', 'environment', 'recycling']",environmental
"Big banks’ trillion-dollar finance for fossil fuels ‘shocking’, says report ","['climate change', 'environment']",environmental
Ratifiying the Paris agreement will be a major step but must be the first of many ,"['climate change', 'greenhouse gas emissions', 'environment']",environmental
‘Shell knew’: oil giant's 1991 film warned of climate change danger ,"['climate change', 'environment']",environmental
"Microbead ban should include all products washed down the drain, say campaigners ","['plastics', 'pollution', 'environment']",environmental
Climate change will lead to deformed and virus-hit coral reefs ,"['environment', 'climate change', 'greenhouse gas emissions']",environmental
"Extinction Rebellion protester, 17, climbs crane in Norwich ","['environment', 'climate change']",environmental
What steps can the UK take to reach net zero emissions by 2050? ,"['climate change', 'greenhouse gas emissions', 'environment', 'renewable energy']",environmental
Hillary Clinton 'dropped climate change from speeches after Bernie Sanders endorsement' ,"['environment', 'climate change']",environmental
"Extinction Rebellion to block streets in London, Manchester and Cardiff ","['climate change', 'environment']",environmental
Coral reefs ‘will be overwhelmed by rising oceans’ ,"['climate change', 'climate change', 'environment']",environmental
Florida is drowning. Condos are still being built. Can't humans see the writing on the wall? ,"['environment', 'climate change']",environmental
Teachers to join climate protests to demand curriculum reform ,"['climate change', 'environment']",environmental
"UK risks missing net zero target in Covid-19 recovery, Labour warns ","['climate change', 'greenhouse gas emissions', 'environment', 'climate change']",environmental
The climate change battle dividing Trump’s America ,"['climate change', 'climate change', 'environment']",environmental
Rio's famous beaches take battering as scientists issue climate change warning ,"['climate change', 'environment']",environmental
ExxonMobil gave millions to climate-denying lawmakers despite pledge ,"['climate change', 'environment']",environmental
Morocco to switch on first phase of world's largest solar plant ,"['renewable energy', 'environment', 'greenhouse gas emissions', 'climate change']",environmental
Tesla announces low-cost solar batteries ,"['environment', 'renewable energy']",environmental
"No subsidies for green power projects before 2025, says UK Treasury ","['renewable energy', 'environment', 'climate change', 'climate change']",environmental
Primary school pupils issue fake parking tickets to tackle pollution ,"['pollution', 'environment']",environmental
Scott Morrison can't afford to waste the bushfire crisis when Australia urgently needs its own green new deal | Malcolm Turnbull ,"['environment', 'climate change', 'climate change']",environmental
Tell us: what actions will you be taking for Earth Hour? ,"['climate change', 'environment', 'climate change']",environmental
Our laws make slaves of nature. It’s not just humans who need rights | Marina Margil ,"['environment', 'pollution', 'climate change']",environmental
"Gas ‘completely dominated’ discussion about Covid-19 recovery, commission adviser says ","['renewable energy', 'environment']",environmental
Heading to Venice? Don’t forget your pollution mask | Axel Friedrich ,"['pollution', 'environment', 'air pollution']",environmental
Global climate projections help civil engineers plan | John Abraham ,"['climate change', 'environment', 'climate change']",environmental
Why the tiny copepod is an unsung climate hero ,"['environment', 'climate change']",environmental
"Belgian kids march against climate change – why don't ours, ask Dutch ","['climate change', 'environment']",environmental
Cities from the sea: the true cost of reclaimed land ,"['environment', 'pollution']",environmental
"Public support for new coalmines falls even among Coalition voters, ANU poll finds | Australian politics | The Guardian ","['climate change', 'environment']",environmental
Electric cars: who to bless and who to blame on the road ahead | Letters ,"['greenhouse gas emissions', 'environment']",environmental
No bottle deposit return scheme for most of UK until 2024 at earliest ,"['plastics', 'recycling', 'waste', 'environment']",environmental
UK’s 10 hottest years on record have occurred since 2002: Met Office ,"['climate change', 'environment']",environmental
Sadiq Khan's first 100 days as London mayor: how is he doing? ,"['pollution', 'environment']",environmental
‘Overwhelming and terrifying’: the rise of climate anxiety ,"['climate change', 'environment']",environmental
Readers recommend: songs about islands | Peter Kimpton ,"['climate change', 'environment']",environmental
It’s not just Greta Thunberg: why are we ignoring the developing world’s inspiring activists? | Chika Unigwe ,"['climate change', 'climate change', 'environment']",environmental
Labour endorses Extinction Rebellion activists after week of protest ,"['climate change', 'environment']",environmental
Renault says new Zoe has longest range of any mainstream electric car ,"['environment', 'greenhouse gas emissions']",environmental
Brazil announces massive reforestation and renewable energy plan with US ,"['environment', 'climate change']",environmental
Climate scientists step up search for 'holy grail' of million-year-old ice ,"['climate change', 'climate change', 'environment', 'greenhouse gas emissions']",environmental
Starbucks is banning straws – but is it really a big win for the environment? ,"['plastics', 'environment']",environmental
Katharine Hayhoe: 'A thermometer is not liberal or conservative' ,"['climate change', 'renewable energy', 'climate change', 'environment']",environmental
High-street outlets move to ditch plastic amid environmental concerns ,"['environment', 'plastics', 'waste']",environmental
BHP pressured to quit Minerals Council after shareholder vote ,"['environment', 'climate change']",environmental
UK wind power overtakes coal for first time ,"['environment', 'renewable energy']",environmental
Air on board cruise ships 'is twice as bad as at Piccadilly Circus' ,"['environment', 'pollution', 'air pollution']",environmental
Don't trust the adults in the room on climate change | Kate Aronoff ,"['climate change', 'environment', 'climate change']",environmental
"Renewable energy will be world's main power source by 2040, says BP ","['renewable energy', 'environment']",environmental
Grass growing around Mount Everest as global heating intensifies ,"['climate change', 'environment', 'climate change']",environmental
Air pollution masks – fashion's next statement? ,"['pollution', 'environment', 'air pollution']",environmental
"Waste crime is 'the new narcotics', says Environment Agency chief ","['waste', 'pollution', 'environment']",environmental
Mary Robinson: Developing nations must move rapidly beyond fossil fuels ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
"Trump climate plan will break law by worsening pollution, states say ","['environment', 'pollution']",environmental
World Water Day: one in four children will live with water scarcity by 2040 ,"['climate change', 'environment']",environmental
BlackRock to advise EU on environmental rules for banks ,"['climate change', 'environment']",environmental
UK theme parks to offer half-price entry in exchange for used plastic bottles ,"['recycling', 'plastics', 'environment', 'waste']",environmental
Obama White House says carbon emissions cuts legal under Clean Air Act ,"['greenhouse gas emissions', 'climate change', 'environment', 'pollution']",environmental
Rain by Mary and Bryan Talbot review – climate-crisis graphic novel ,"['climate change', 'environment']",environmental
LGIM to launch its first fossil fuel-free pension fund after pressure ,"['environment', 'climate change']",environmental
Grenfell: toxic contamination found in nearby homes and soil ,"['pollution', 'environment']",environmental
Green homes grant: UK standards body calls on government to pay up ,"['environment', 'renewable energy']",environmental
"A recession is coming. When it does, we need to demand a Green New Deal | Yanis Varoufakis and David Adler ","['climate change', 'environment']",environmental
Breakthrough in UK’s slow-brewing move towards an eco-friendly cuppa ,"['plastics', 'environment']",environmental
Glacier loss is accelerating because of global warming | John Abraham ,"['climate change', 'environment', 'climate change']",environmental
"Rising temperatures could imperil future of Boxing Day Test cricket, report warns ","['climate change', 'environment']",environmental
Whale and shark species at increasing risk from microplastic pollution – study ,"['plastics', 'environment', 'pollution']",environmental
Smog in the cities: the truth about Britain’s dirty air ,"['pollution', 'environment', 'air pollution']",environmental
US agency says it has beaten Elon Musk and Gates to 'holy grail' of battery storage ,"['renewable energy', 'environment']",environmental
Five things we love: from super-light skateboards to jedi knight chopsticks ,"['renewable energy', 'environment']",environmental
Book clinic: are there any novels about the climate crisis? ,"['climate change', 'climate change']",environmental
'Coral bleaching is getting worse ... but the biggest problem is pollution' ,"['climate change', 'environment', 'pollution']",environmental
From renewables to Netflix: the 15 super-trends that defined the 2010s ,"['plastics', 'renewable energy', 'environment']",environmental
Scientists race to explore Antarctic marine life revealed by giant iceberg ,"['climate change', 'climate change', 'environment']",environmental
"Biofuel from trash could create green jobs bonanza, says report ","['renewable energy', 'environment', 'greenhouse gas emissions']",environmental
Electric vehicle drivers at risk by charging from home mains supply ,"['environment', 'greenhouse gas emissions', 'climate change']",environmental
Greg Hunt hasn't a lot to show for $660m spent on reducing greenhouse emissions ,"['environment', 'climate change']",environmental
"Bigger mortgages for greener homes? Yep, that's right | Adam Vaughan ","['renewable energy', 'environment']",environmental
Natalie Bennett to step down as Green party leader ,"['environment', 'climate change']",environmental
Global warming is intensifying El Niño weather | John Abraham ,"['climate change', 'environment', 'climate change']",environmental
Littering unpunished by many councils in England and Wales ,"['waste', 'environment']",environmental
Great Barrier Reef forecast warns entire system at risk of bleaching and coral death this summer ,"['environment', 'climate change']",environmental
Point Nemo is the most remote oceanic spot – yet it’s still awash with plastic ,"['plastics', 'environment', 'pollution']",environmental
Joining in the fungi: black truffle grown in UK for first time ,"['climate change', 'environment']",environmental
Global initiative introduces first proposal to reduce airplane pollution ,"['pollution', 'environment', 'greenhouse gas emissions', 'climate change']",environmental
Train carrying crude oil derails in West Virginia as house catches on fire ,"['pollution', 'environment']",environmental
'Energy needed a digital revolution – and we are it' ,['renewable energy'],environmental
Tackle fuel poverty and the climate crisis | Letter ,"['climate change', 'environment', 'greenhouse gas emissions', 'renewable energy']",environmental
"The Guardian view on Arctic drilling: bad now, worse for the future | Editorial ","['climate change', 'environment']",environmental
All praise our coastal walking heroes | Letters ,"['environment', 'pollution']",environmental
"95% of British beaches clean enough to swim, EU tests show ","['pollution', 'environment']",environmental
Coca-Cola most common source of packaging pollution on UK beaches – study ,"['environment', 'plastics', 'pollution', 'recycling']",environmental
